Geracao,ID_particula,Dimensao 1,Dimensao 2,Fitness
1,30,0.37144,1.28139,5.51543
1,31,-0.931906,1.58085,6.27161
1,32,-1.43581,1.76687,7.5583
1,33,0.497364,-0.11172,3.22078
1,34,0.750887,-0.16689,3.49295
1,35,1.34745,0.559855,5.97614
1,36,-1.02071,1.24812,5.14463
1,37,-0.267068,-0.534062,3.75632
1,38,-0.646182,-1.56792,6.51477
1,39,-1.11733,-1.40378,6.24066
1,40,-0.305362,0.412867,3.56899
1,41,1.06078,0.376796,4.54945
1,42,-0.655351,0.127623,3.45042
1,43,0.309349,1.31189,5.49978
1,44,-0.194739,-0.540717,3.5487
1,45,1.44352,-0.744819,6.20749
1,46,-1.4522,-0.364369,6.08846
1,47,1.07904,-0.293376,4.287
1,48,1.57912,-1.3541,7.34014
1,49,-0.0405643,-0.308524,2.22394
1,50,-0.487867,-0.351486,3.89766
1,51,0.205779,-1.1672,4.33401
1,52,-1.44349,-0.762047,6.1911
1,53,-0.223655,1.39661,5.61487
1,54,1.46083,-0.318889,6.03095
1,55,-1.69911,-1.71924,7.73275
1,56,0.61607,-1.82349,6.6236
1,57,-1.0646,-1.18204,4.8002
1,58,-0.333473,-1.60762,6.3353
1,59,0.291307,0.661015,3.98585
1,60,1.55267,0.796043,6.37293
1,61,-1.71442,-0.0704318,5.62119
1,62,-1.2745,-0.71204,5.62614
1,63,-1.42617,1.8508,7.48645
1,64,1.24965,0.234708,4.95952
1,65,0.87969,1.31402,5.54306
1,66,0.862404,-0.7623,4.28492
1,67,-0.341921,0.852491,4.12698
1,68,0.399393,-0.0411347,2.73898
1,69,-0.660415,1.07242,4.78136
1,70,0.0335616,0.721068,3.16959
1,71,-0.782663,-1.0765,4.42466
1,72,-0.700576,-0.675069,4.60499
1,73,1.71602,-0.168591,5.89728
1,74,0.844377,0.393527,4.29367
1,75,1.06787,-1.30109,5.60844
1,76,-1.67175,-0.130475,5.8298
1,77,-1.45909,-1.70497,7.62067
1,78,0.433295,-1.48494,6.26297
1,79,0.461581,-1.54969,6.42415
1,80,-0.331084,-0.361436,3.48992
1,81,0.403944,0.729357,4.3217
1,82,0.4586,-0.207555,3.38887
1,83,1.16194,-0.0647837,3.69491
1,84,-1.2878,-1.68229,7.173
1,85,1.48024,-0.131529,5.65485
1,86,0.314337,0.147272,2.56665
1,87,1.73226,0.22558,6.07518
1,88,-0.772416,-1.45632,6.21436
1,89,1.75921,-1.62658,7.74099
1,90,1.52975,0.57051,6.45237
1,91,1.68333,-0.648475,6.61585
1,92,0.979661,0.841187,3.90318
1,93,0.727668,-1.44084,6.21499
1,94,0.751585,-0.361308,4.21478
1,95,-1.64876,0.21686,6.08576
1,96,-0.755791,0.318068,4.08052
1,97,-0.888694,-1.66173,6.27044
1,98,1.72999,-0.384138,6.50522
1,99,-0.620957,-0.181565,3.60966
2,0,1.53681,0.683502,6.45029
2,1,-1.83748,1.25842,6.85728
2,2,0.860438,0.946041,3.8208
2,3,-0.775623,-0.323874,4.09363
2,4,1.48017,-1.54487,7.56332
2,5,1.52438,-0.293887,6.12823
2,6,-0.00585887,0.77424,3.01453
2,7,-0.0262315,-0.291058,2.08654
2,8,0.803904,-0.307654,4.02154
2,9,-0.42136,0.966326,4.43852
2,10,-1.35442,0.921565,5.70917
2,11,-0.434218,-0.422538,3.95395
2,12,1.34397,1.56353,7.29903
2,13,-1.81623,1.13973,6.26532
2,14,-1.1751,0.0105476,3.71458
2,15,1.38972,0.693119,6.09045
2,16,0.730104,-1.70591,6.51503
2,17,0.0689223,-0.947191,2.70602
2,18,-0.952127,0.0503516,2.64836
2,19,-1.51066,-0.268611,6.04673
2,20,0.482891,1.74246,6.63688
2,21,0.724834,1.43635,6.20514
2,22,-0.194141,-1.2519,4.81834
2,23,0.99341,-1.33816,5.65092
2,24,-0.557931,1.0352,4.7618
2,25,-0.904728,0.313462,4.00638
2,26,1.01325,1.16241,4.49927
2,27,-1.8437,-0.314834,6.28388
2,28,-1.05011,1.6962,6.27185
2,29,-0.898077,0.50988,4.52943
2,30,0.32144,1.23139,5.15925
2,31,-0.881906,1.53085,6.25485
2,32,-1.40379,1.71687,7.50487
2,33,0.447364,-0.16172,3.20856
2,34,0.700887,-0.190198,3.63829
2,35,1.29745,0.509855,5.7727
2,36,-0.970706,1.19812,4.7182
2,37,-0.217068,-0.484062,3.49003
2,38,-0.623203,-1.51792,6.43467
2,39,-1.06733,-1.35378,5.88064
2,40,-0.255362,0.405178,3.378
2,41,1.01078,0.326796,4.20228
2,42,-0.628018,0.0776225,3.33078
2,43,0.259349,1.26189,5.1139
2,44,-0.144739,-0.533343,3.38822
2,45,1.39352,-0.694819,6.1013
2,46,-1.4022,-0.340708,5.90273
2,47,1.06673,-0.292992,4.23308
2,48,1.52912,-1.3041,7.14848
2,49,-0.0399353,-0.302177,2.18034
2,50,-0.437867,-0.347935,3.76731
2,51,0.173373,-1.1172,3.84773
2,52,-1.39349,-0.712047,6.08851
2,53,-0.219243,1.34661,5.40012
2,54,1.44814,-0.310505,5.98046
2,55,-1.64911,-1.66924,7.78299
2,56,0.620845,-1.78333,6.6335
2,57,-1.0146,-1.13204,4.28133
2,58,-0.317173,-1.55762,6.23431
2,59,0.261986,0.611015,3.85647
2,60,1.50267,0.746043,6.34347
2,61,-1.66442,-0.110453,5.78428
2,62,-1.2245,-0.66204,5.45915
2,63,-1.37617,1.8008,7.38354
2,64,1.19965,0.184708,4.44674
2,65,0.82969,1.26402,5.352
2,66,0.812404,-0.7123,4.47572
2,67,-0.332074,0.802491,4.11102
2,68,0.349393,-0.0911347,2.57751
2,69,-0.610415,1.02242,4.70102
2,70,0.0232811,0.671068,3.23741
2,71,-0.732663,-1.0265,4.43461
2,72,-0.650576,-0.663394,4.60479
2,73,1.66602,-0.169851,5.94622
2,74,0.794377,0.343527,4.15262
2,75,1.01787,-1.25109,5.15932
2,76,-1.62175,-0.134935,5.85932
2,77,-1.40909,-1.65497,7.51531
2,78,0.383295,-1.43494,6.07141
2,79,0.460815,-1.49969,6.32451
2,80,-0.296618,-0.349194,3.3266
2,81,0.353944,0.679357,4.17632
2,82,0.4086,-0.213572,3.24459
2,83,1.11194,-0.114784,3.51122
2,84,-1.2378,-1.63229,7.00685
2,85,1.43024,-0.181529,5.62389
2,86,0.264337,0.0972716,2.05949
2,87,1.71994,0.187319,5.95615
2,88,-0.722416,-1.40632,6.12016
2,89,1.70921,-1.57658,7.75768
2,90,1.47975,0.52051,6.32646
2,91,1.63333,-0.598475,6.60371
2,92,0.929661,0.808001,4.03764
2,93,0.677668,-1.39084,6.10333
2,94,0.701585,-0.311308,4.06212
2,95,-1.59876,0.208417,6.03841
2,96,-0.705791,0.268068,3.91978
2,97,-0.838694,-1.61173,6.3608
2,98,1.67999,-0.382504,6.48494
2,99,-0.570957,-0.131565,3.41507
3,0,1.48681,0.633502,6.3697
3,1,-1.78748,1.20842,6.69912
3,2,0.818212,0.90251,4.03024
3,3,-0.725623,-0.273874,3.9361
3,4,1.43017,-1.49487,7.40568
3,5,1.47438,-0.243887,5.90604
3,6,0.0441411,0.72424,3.17646
3,7,-0.00141996,-0.241058,1.69299
3,8,0.753904,-0.30363,4.0318
3,9,-0.37136,0.916326,4.23708
3,10,-1.30442,0.871565,5.50273
3,11,-0.384218,-0.419506,3.81977
3,12,1.29397,1.51353,7.09671
3,13,-1.76623,1.08973,6.19967
3,14,-1.1251,-0.0394524,3.3501
3,15,1.33972,0.643119,5.9484
3,16,0.726378,-1.65591,6.52827
3,17,0.0459223,-0.897191,2.69696
3,18,-0.902127,0.000351591,2.63348
3,19,-1.46066,-0.257413,5.90092
3,20,0.432891,1.69246,6.56536
3,21,0.674834,1.38635,6.09073
3,22,-0.144141,-1.2019,4.2851
3,23,0.94341,-1.28816,5.34174
3,24,-0.507931,0.985205,4.62157
3,25,-0.854728,0.263462,3.79308
3,26,0.963248,1.11241,4.09577
3,27,-1.7937,-0.308431,6.2999
3,28,-1.00011,1.6462,6.27017
3,29,-0.848077,0.45988,4.44636
3,30,0.27144,1.18139,4.71673
3,31,-0.831906,1.48085,6.2104
3,32,-1.35379,1.66687,7.38112
3,33,0.397364,-0.18572,3.10499
3,34,0.650887,-0.199723,3.6816
3,35,1.24745,0.459855,5.5252
3,36,-0.920706,1.14812,4.38478
3,37,-0.192481,-0.434062,3.26209
3,38,-0.573203,-1.46792,6.32233
3,39,-1.01733,-1.30378,5.49627
3,40,-0.205362,0.355178,3.00075
3,41,0.960785,0.280942,3.88384
3,42,-0.608161,0.0276225,3.25902
3,43,0.209349,1.21189,4.6336
3,44,-0.094739,-0.508192,3.21006
3,45,1.34352,-0.644819,5.96117
3,46,-1.3522,-0.315392,5.67697
3,47,1.01673,-0.272274,3.95097
3,48,1.47912,-1.29043,7.02903
3,49,-0.0275129,-0.280887,2.01478
3,50,-0.418707,-0.308059,3.59494
3,51,0.148633,-1.0672,3.42076
3,52,-1.34349,-0.662047,5.95297
3,53,-0.195845,1.29661,5.08085
3,54,1.39814,-0.310413,5.82884
3,55,-1.59911,-1.64944,7.77034
3,56,0.570845,-1.73333,6.66325
3,57,-0.964601,-1.08204,3.90925
3,58,-0.267173,-1.50762,6.03708
3,59,0.211986,0.561015,3.6367
3,60,1.45267,0.718443,6.2529
3,61,-1.62384,-0.145604,5.8865
3,62,-1.1745,-0.61204,5.276
3,63,-1.32617,1.7508,7.26202
3,64,1.14965,0.137235,3.87981
3,65,0.77969,1.21402,5.18254
3,66,0.804284,-0.668523,4.54276
3,67,-0.287382,0.752491,3.97446
3,68,0.299393,-0.141135,2.45555
3,69,-0.571952,1.01848,4.7157
3,70,0.0141582,0.661609,3.24097
3,71,-0.682663,-0.976497,4.48417
3,72,-0.647523,-0.613394,4.58105
3,73,1.61602,-0.178026,5.96948
3,74,0.744377,0.293527,3.99974
3,75,0.967871,-1.20109,4.73956
3,76,-1.57175,-0.171315,5.91718
3,77,-1.35909,-1.60497,7.37287
3,78,0.333295,-1.38494,5.83206
3,79,0.414502,-1.44969,6.15431
3,80,-0.246618,-0.338066,3.09039
3,81,0.318262,0.629357,4.04081
3,82,0.3586,-0.226327,3.09675
3,83,1.06194,-0.141491,3.35359
3,84,-1.1878,-1.58229,6.81629
3,85,1.38024,-0.207286,5.50815
3,86,0.214337,0.0472716,1.52698
3,87,1.66994,0.137319,5.85011
3,88,-0.672416,-1.35632,5.99232
3,89,1.65921,-1.57766,7.7594
3,90,1.42975,0.47051,6.16371
3,91,1.58333,-0.548475,6.53548
3,92,0.879661,0.758001,4.27181
3,93,0.627668,-1.34084,5.95722
3,94,0.651585,-0.30373,4.01753
3,95,-1.54876,0.158417,5.85569
3,96,-0.655791,0.241511,3.8234
3,97,-0.788694,-1.63785,6.43635
3,98,1.62999,-0.332504,6.35671
3,99,-0.520957,-0.0884376,3.22682
4,0,1.43681,0.590639,6.24913
4,1,-1.73748,1.15842,6.5703
4,2,0.768212,0.85251,4.28491
4,3,-0.675623,-0.226128,3.77498
4,4,1.38017,-1.44487,7.20772
4,5,1.42438,-0.242295,5.75767
4,6,0.0941411,0.700489,3.32118
4,7,0.0194781,-0.191058,1.28576
4,8,0.703904,-0.286821,3.98362
4,9,-0.343038,0.866326,4.12792
4,10,-1.25442,0.821565,5.31441
4,11,-0.33922,-0.369534,3.54297
4,12,1.24397,1.46353,6.84942
4,13,-1.71623,1.03973,6.19849
4,14,-1.0751,-0.0523326,3.03661
4,15,1.3125,0.593119,5.85961
4,16,0.685669,-1.60591,6.54025
4,17,0.04177,-0.847191,2.82023
4,18,-0.852127,-0.0496484,2.82163
4,19,-1.45482,-0.241667,5.84808
4,20,0.382891,1.64246,6.4573
4,21,0.660364,1.33635,5.92814
4,22,-0.114889,-1.18673,4.05531
4,23,0.89341,-1.23816,5.06642
4,24,-0.457931,0.935205,4.48016
4,25,-0.804728,0.213462,3.61353
4,26,0.913281,1.06241,3.87879
4,27,-1.7437,-0.309466,6.33241
4,28,-0.950109,1.5962,6.2725
4,29,-0.807564,0.40988,4.33986
4,30,0.266732,1.13139,4.41815
4,31,-0.781906,1.43085,6.13516
4,32,-1.30379,1.61687,7.22433
4,33,0.347364,-0.186303,2.89087
4,34,0.600887,-0.177468,3.58125
4,35,1.19745,0.409855,5.22482
4,36,-0.870706,1.09812,4.19315
4,37,-0.17395,-0.384062,3.00934
4,38,-0.523203,-1.41792,6.17244
4,39,-0.967326,-1.25378,5.11895
4,40,-0.20357,0.305178,2.75517
4,41,0.910785,0.230942,3.58562
4,42,-0.558161,-0.0114138,3.20436
4,43,0.202018,1.16189,4.28175
4,44,-0.0853785,-0.458192,3.04575
4,45,1.29352,-0.594819,5.78808
4,46,-1.3022,-0.292405,5.4121
4,47,0.966728,-0.269269,3.82917
4,48,1.45635,-1.24043,6.82213
4,49,-0.0207956,-0.278035,1.98755
4,50,-0.374088,-0.282628,3.36586
4,51,0.146695,-1.0172,3.19974
4,52,-1.29349,-0.612047,5.78558
4,53,-0.194396,1.24661,4.7872
4,54,1.34814,-0.27993,5.57493
4,55,-1.59762,-1.59944,7.74812
4,56,0.520845,-1.7227,6.65318
4,57,-0.914601,-1.03204,3.75352
4,58,-0.252908,-1.45762,5.88223
4,59,0.161986,0.511015,3.38884
4,60,1.40267,0.668443,6.14406
4,61,-1.57384,-0.142531,5.84968
4,62,-1.1245,-0.56204,5.07805
4,63,-1.27617,1.7008,7.12106
4,64,1.11243,0.0972342,3.43679
4,65,0.72969,1.16402,5.03636
4,66,0.754284,-0.708551,4.55016
4,67,-0.281986,0.702491,3.96746
4,68,0.249393,-0.147462,2.16834
4,69,-0.521952,0.968481,4.60507
4,70,0.020465,0.611609,3.25577
4,71,-0.632663,-0.967069,4.56821
4,72,-0.597523,-0.573275,4.504
4,73,1.56602,-0.143788,5.84408
4,74,0.694377,0.243527,3.83498
4,75,0.917871,-1.15109,4.41067
4,76,-1.52175,-0.170438,5.83808
4,77,-1.30909,-1.55497,7.19388
4,78,0.283295,-1.33494,5.52958
4,79,0.364502,-1.39969,5.93772
4,80,-0.209152,-0.296628,2.73629
4,81,0.268262,0.624639,3.88895
4,82,0.314015,-0.210772,2.83095
4,83,1.01194,-0.153335,3.22329
4,84,-1.13895,-1.53229,6.60583
4,85,1.33024,-0.199243,5.26404
4,86,0.190003,-0.0027284,1.26684
4,87,1.65191,0.0920549,5.75226
4,88,-0.622416,-1.30632,5.83235
4,89,1.60921,-1.52766,7.68979
4,90,1.37975,0.42051,5.96078
4,91,1.53333,-0.511923,6.4331
4,92,0.829661,0.753479,4.36463
4,93,0.577668,-1.29084,5.77728
4,94,0.601585,-0.25373,3.8208
4,95,-1.51581,0.108417,5.68948
4,96,-0.605791,0.191511,3.62951
4,97,-0.778899,-1.58785,6.42909
4,98,1.57999,-0.327692,6.28863
4,99,-0.470957,-0.0703979,3.05984
5,0,1.38681,0.540639,6.09265
5,1,-1.68748,1.10842,6.4681
5,2,0.728463,0.854505,4.38649
5,3,-0.625623,-0.209355,3.70203
5,4,1.33017,-1.39487,6.96073
5,5,1.37438,-0.200275,5.46496
5,6,0.100762,0.650489,3.37928
5,7,0.0694781,-0.141058,0.999966
5,8,0.668611,-0.236821,3.81117
5,9,-0.293038,0.816326,3.95572
5,10,-1.20442,0.771565,5.14886
5,11,-0.336318,-0.319534,3.36307
5,12,1.19397,1.41353,6.54855
5,13,-1.70294,0.989731,6.15702
5,14,-1.0251,-0.0541412,2.79566
5,15,1.2625,0.543119,5.65721
5,16,0.635669,-1.60583,6.56685
5,17,0.0533813,-0.797191,2.99949
5,18,-0.802127,-0.0802923,3.05371
5,19,-1.40482,-0.210007,5.60898
5,20,0.332891,1.59246,6.31544
5,21,0.610364,1.28635,5.75798
5,22,-0.0709992,-1.13673,3.51733
5,23,0.84341,-1.18816,4.84849
5,24,-0.407931,0.885205,4.33577
5,25,-0.754728,0.199403,3.62205
5,26,0.863281,1.01241,3.86663
5,27,-1.6937,-0.259466,6.20584
5,28,-0.900109,1.5462,6.2609
5,29,-0.757564,0.35988,4.21042
5,30,0.254341,1.08139,4.10038
5,31,-0.731906,1.38085,6.02915
5,32,-1.25379,1.56687,7.03392
5,33,0.302258,-0.171225,2.59786
5,34,0.550887,-0.152604,3.44239
5,35,1.14745,0.395102,4.96296
5,36,-0.820706,1.08529,4.31358
5,37,-0.12395,-0.37491,2.802
5,38,-0.473203,-1.36792,5.98461
5,39,-0.917326,-1.20378,4.79083
5,40,-0.165698,0.255178,2.29396
5,41,0.860785,0.180942,3.35732
5,42,-0.508161,-0.039726,3.12396
5,43,0.186685,1.11189,3.88857
5,44,-0.0820363,-0.408192,2.84584
5,45,1.24352,-0.571872,5.58714
5,46,-1.2522,-0.279548,5.13149
5,47,0.916728,-0.246565,3.67212
5,48,1.40635,-1.19043,6.51403
5,49,0.00115553,-0.265289,1.88324
5,50,-0.324088,-0.232628,2.97171
5,51,0.139011,-0.967198,3.05051
5,52,-1.24349,-0.564277,5.58606
5,53,-0.144396,1.19661,4.24853
5,54,1.29814,-0.276567,5.34815
5,55,-1.54762,-1.54944,7.65977
5,56,0.545955,-1.6727,6.63382
5,57,-0.864601,-0.982042,3.81143
5,58,-0.202908,-1.40762,5.60047
5,59,0.124034,0.461015,3.14538
5,60,1.38696,0.618443,6.10979
5,61,-1.52384,-0.139575,5.77036
5,62,-1.0745,-0.51204,4.86777
5,63,-1.22617,1.6508,6.96048
5,64,1.06243,0.0472342,2.9506
5,65,0.67969,1.11402,4.91141
5,66,0.704284,-0.658551,4.60632
5,67,-0.245747,0.652491,3.83604
5,68,0.23197,-0.144324,2.03626
5,69,-0.471952,0.919301,4.49123
5,70,0.0287384,0.561609,3.21794
5,71,-0.582663,-0.917069,4.56736
5,72,-0.547523,-0.523275,4.37157
5,73,1.51602,-0.126556,5.72681
5,74,0.650968,0.193527,3.66083
5,75,0.867871,-1.10109,4.21972
5,76,-1.54308,-0.162032,5.85557
5,77,-1.27815,-1.50497,7.03545
5,78,0.236527,-1.28494,5.15681
5,79,0.314502,-1.34969,5.66538
5,80,-0.159152,-0.246628,2.20737
5,81,0.218262,0.574639,3.67665
5,82,0.264015,-0.19932,2.51325
5,83,0.961937,-0.150352,3.11213
5,84,-1.08895,-1.48229,6.36942
5,85,1.28024,-0.191028,4.97337
5,86,0.151653,-0.00946265,0.942737
5,87,1.60191,0.0420997,5.68877
5,88,-0.572416,-1.25632,5.63996
5,89,1.55921,-1.47766,7.57549
5,90,1.32975,0.37051,5.70731
5,91,1.48333,-0.461923,6.28909
5,92,0.779661,0.784619,4.39236
5,93,0.527668,-1.24084,5.56154
5,94,0.551585,-0.20373,3.59568
5,95,-1.46581,0.0974575,5.54645
5,96,-0.600512,0.190392,3.62104
5,97,-0.728899,-1.53785,6.4206
5,98,1.56091,-0.277692,6.15864
5,99,-0.420957,-0.0600668,2.86
6,0,1.33681,0.498368,5.90457
6,1,-1.63748,1.05842,6.38556
6,2,0.718638,0.804505,4.47554
6,3,-0.575623,-0.201561,3.62632
6,4,1.28017,-1.34487,6.6497
6,5,1.32899,-0.173482,5.17837
6,6,0.102492,0.600489,3.37289
6,7,0.0964895,-0.115689,0.948525
6,8,0.618611,-0.20628,3.68712
6,9,-0.243038,0.766326,3.79187
6,10,-1.15442,0.721565,5.00715
6,11,-0.286318,-0.269534,2.96011
6,12,1.14397,1.37994,6.25041
6,13,-1.65889,0.939731,6.23128
6,14,-0.975099,-0.0491567,2.65905
6,15,1.2125,0.493119,5.41613
6,16,0.585669,-1.55583,6.50142
6,17,0.0747403,-0.747191,3.18519
6,18,-0.770711,-0.0580071,3.08671
6,19,-1.35482,-0.176051,5.31084
6,20,0.286385,1.54246,6.14658
6,21,0.560364,1.23635,5.55564
6,22,-0.0209992,-1.08673,3.05053
6,23,0.79341,-1.13816,4.70082
6,24,-0.357931,0.835205,4.18702
6,25,-0.704728,0.149403,3.48773
6,26,0.813281,0.962414,4.00935
6,27,-1.6437,-0.254112,6.186
6,28,-0.850109,1.4962,6.22448
6,29,-0.707564,0.314581,4.07323
6,30,0.21472,1.03329,3.67088
6,31,-0.719788,1.34263,5.9033
6,32,-1.20379,1.51687,6.8077
6,33,0.252258,-0.151523,2.20652
6,34,0.550338,-0.103961,3.31645
6,35,1.09745,0.345102,4.58491
6,36,-0.770706,1.03529,4.31723
6,37,-0.102735,-0.32491,2.4708
6,38,-0.43008,-1.33297,5.81636
6,39,-0.867326,-1.15378,4.55167
6,40,-0.115698,0.205178,1.70398
6,41,0.810785,0.166025,3.37756
6,42,-0.458161,-0.0292682,2.96676
6,43,0.182003,1.06189,3.59083
6,44,-0.0320363,-0.358192,2.51807
6,45,1.21579,-0.521872,5.45323
6,46,-1.2022,-0.260588,4.79025
6,47,0.866728,-0.196565,3.43265
6,48,1.35635,-1.14043,6.14385
6,49,0.0428409,-0.215289,1.52529
6,50,-0.274088,-0.20468,2.59556
6,51,0.143743,-0.917198,3.076
6,52,-1.19349,-0.514277,5.35289
6,53,-0.124234,1.14661,3.79787
6,54,1.24814,-0.226567,4.92039
6,55,-1.56881,-1.49944,7.61865
6,56,0.495955,-1.6227,6.56134
6,57,-0.814601,-0.986538,4.02347
6,58,-0.187973,-1.35762,5.35799
6,59,0.130692,0.411015,2.98152
6,60,1.33696,0.568443,5.94321
6,61,-1.47384,-0.0895745,5.55536
6,62,-1.0245,-0.46204,4.64903
6,63,-1.17617,1.6008,6.78075
6,64,1.01243,0.0291706,2.69584
6,65,0.638124,1.06402,4.79024
6,66,0.654284,-0.608551,4.58127
6,67,-0.195747,0.602491,3.63976
6,68,0.205342,-0.130354,1.77857
6,69,-0.421952,0.869301,4.36839
6,70,0.0535994,0.611609,3.28749
6,71,-0.532663,-0.867069,4.54174
6,72,-0.497523,-0.473275,4.19866
6,73,1.46602,-0.0765562,5.51216
6,74,0.632162,0.143527,3.4971
6,75,0.817871,-1.05109,4.17531
6,76,-1.49308,-0.112032,5.64652
6,77,-1.22815,-1.45497,6.777
6,78,0.20837,-1.23494,4.77151
6,79,0.264502,-1.29969,5.31942
6,80,-0.109152,-0.197763,1.61708
6,81,0.201226,0.55243,3.58946
6,82,0.230548,-0.16921,2.15574
6,83,0.911937,-0.100352,2.86031
6,84,-1.03895,-1.43229,6.11581
6,85,1.23024,-0.141028,4.4716
6,86,0.151653,-0.00946265,0.942737
6,87,1.55191,0.0175854,5.63609
6,88,-0.522416,-1.20632,5.41333
